Disease_ID,Gene_ID
C0236969,10207
C0236969,114788
C0236969,121601
C0236969,140733
C0236969,23345
C0236969,2898
C0236969,29119
C0236969,4897
C0236969,55198
C0236969,5583
C0236969,84668
C0236969,91752
C0236969,9547
C0003873,10057
C0003873,10125
C0003873,10628
C0003873,117289
C0003873,1404
C0003873,23569
C0003873,23643
C0003873,3059
C0003873,306
C0003873,3394
C0003873,4082
C0003873,4319
C0003873,4321
C0003873,50943
C0003873,5583
C0003873,57007
C0003873,5747
C0003873,5788
C0003873,652
C0003873,7112
C0003873,7185
C0003873,7852
C0003873,79722
C0003873,81567
C0003873,8714
C0003873,8836
C0003873,958
C0019693,10574
C0019693,1192
C0019693,22948
C0019693,3320
C0019693,396
C0019693,4953
C0019693,5685
C0019693,5720
C0019693,5901
C0019693,6426
C0019693,6634
C0019693,7528
C0019693,998
C0010606,221037
C0010606,2264
C0010606,2309
C0010606,259266
C0010606,284058
C0010606,29072
C0010606,3485
C0010606,358
C0010606,3852
C0010606,4082
C0010606,5174
C0010606,54756
C0010606,5591
C0010606,64324
C0010606,93986
C3495559,10769
C3495559,113
C3495559,1843
C3495559,221037
C3495559,25816
C3495559,2812
C3495559,4973
C3495559,5008
C3495559,51338
C3495559,7852
C3495559,8379
C0010346,114548
C0010346,117289
C0010346,1201
C0010346,55765
C0010346,64170
C0010346,79722
C0010346,8477
C0010346,9966
C0023893,216
C0023893,23600
C0023893,2645
C0023893,2690
C0023893,3485
C0023893,4311
C0023893,4322
C0023893,5008
C0023893,5105
C0023893,5340
C0023893,655
C0023893,8431
C0009404,10057
C0009404,10135
C0009404,10297
C0009404,10457
C0009404,1404
C0009404,1630
C0009404,201163
C0009404,23345
C0009404,23600
C0009404,23643
C0009404,284217
C0009404,2947
C0009404,368
C0009404,4897
C0009404,4953
C0009404,5268
C0009404,5320
C0009404,54739
C0009404,5587
C0009404,57007
C0009404,57016
C0009404,6241
C0009404,6422
C0009404,6423
C0009404,652
C0009404,811
C0009404,8667
C0009404,8714
C0009404,8741
C0009404,8836
C0009404,9156
C0024667,1019
C0024667,10769
C0024667,1266
C0024667,1289
C0024667,1848
C0024667,1915
C0024667,2180
C0024667,23569
C0024667,2628
C0024667,2678
C0024667,2771
C0024667,3400
C0024667,358
C0024667,3852
C0024667,3925
C0024667,4072
C0024667,4254
C0024667,4256
C0024667,5037
C0024667,5045
C0024667,5315
C0024667,5618
C0024667,5685
C0024667,5720
C0024667,5731
C0024667,5901
C0024667,5921
C0024667,5947
C0024667,6128
C0024667,6277
C0024667,6319
C0024667,644076
C0024667,6446
C0024667,6623
C0024667,6634
C0024667,6662
C0024667,7086
C0024667,7091
C0024667,7170
C0024667,7227
C0024667,7430
C0024667,7534
C0024667,8673
C0024667,8848
C0024667,9019
C0024667,998
C0024668,1019
C0024668,10769
C0024668,1266
C0024668,1289
C0024668,1848
C0024668,1915
C0024668,2180
C0024668,23569
C0024668,2628
C0024668,2678
C0024668,2771
C0024668,3397
C0024668,3400
C0024668,358
C0024668,3852
C0024668,3925
C0024668,4072
C0024668,4254
C0024668,4256
C0024668,5037
C0024668,5045
C0024668,5315
C0024668,5609
C0024668,5618
C0024668,5685
C0024668,5720
C0024668,5731
C0024668,5901
C0024668,5921
C0024668,5947
C0024668,6128
C0024668,6277
C0024668,6319
C0024668,644076
C0024668,6446
C0024668,6623
C0024668,6634
C0024668,6662
C0024668,7086
C0024668,7091
C0024668,7170
C0024668,7227
C0024668,7430
C0024668,7534
C0024668,780
C0024668,8648
C0024668,8673
C0024668,8848
C0024668,9019
C0024668,998
C0026769,10198
C0026769,117289
C0026769,1591
C0026769,3394
C0026769,54806
C0026769,55765
C0026769,5788
C0026769,8575
C0026769,958
C0033578,10013
C0033578,10207
C0033578,10451
C0033578,10481
C0033578,10928
C0033578,10961
C0033578,11009
C0033578,1200
C0033578,1266
C0033578,1474
C0033578,1789
C0033578,1902
C0033578,2264
C0033578,23600
C0033578,26227
C0033578,2678
C0033578,2690
C0033578,27232
C0033578,2886
C0033578,2947
C0033578,306
C0033578,3284
C0033578,3292
C0033578,3489
C0033578,3490
C0033578,3732
C0033578,384
C0033578,3925
C0033578,3945
C0033578,4072
C0033578,4074
C0033578,4311
C0033578,4322
C0033578,4585
C0033578,5160
C0033578,5174
C0033578,54756
C0033578,55198
C0033578,55829
C0033578,55840
C0033578,5591
C0033578,563
C0033578,56924
C0033578,6223
C0033578,6376
C0033578,655
C0033578,658
C0033578,6715
C0033578,6716
C0033578,6817
C0033578,7185
C0033578,7367
C0033578,7430
C0033578,780
C0033578,8000
C0033578,811
C0033578,81567
C0033578,8379
C0033578,8648
C0033578,8667
C0033578,8720
C0033578,873
C0033578,8829
C0033578,9
C0033578,9687
C0033578,9817
C0004352,114788
C0004352,116442
C0004352,140733
C0004352,221037
C0004352,22941
C0004352,2332
C0004352,2571
C0004352,2690
C0004352,27185
C0004352,2898
C0004352,30061
C0004352,4897
C0004352,5021
C0004352,54806
C0004352,5618
C0004352,6091
C0004352,6095
C0004352,64324
C0004352,8242
C0004352,9378
C0004352,93986
C0001418,1028
C0001418,1592
C0001418,2254
C0001418,2886
C0001418,4323
C0001418,5587
C0001418,563
C0001418,5731
C0001418,6091
C0001418,634
C0001418,7170
C0001418,7367
C0001418,760
C0001418,780
C0001418,79633
C0020538,10451
C0020538,10928
C0020538,128611
C0020538,1395
C0020538,140733
C0020538,1535
C0020538,1889
C0020538,358
C0020538,4973
C0020538,5340
C0020538,5997
C0020538,783
C2239176,1052
C2239176,10961
C2239176,11315
C2239176,1646
C2239176,1869
C2239176,2203
C2239176,2248
C2239176,27232
C2239176,3284
C2239176,3476
C2239176,3482
C2239176,3954
C2239176,5105
C2239176,5315
C2239176,5469
C2239176,55840
C2239176,57016
C2239176,5747
C2239176,6194
C2239176,6197
C2239176,6240
C2239176,6241
C2239176,6319
C2239176,6514
C2239176,6721
C2239176,6888
C2239176,7345
C2239176,760
C2239176,8431
C2239176,8660
C2239176,8667
C2239176,8720
C2239176,873
C2239176,898
C2239176,9588
C0036341,10198
C0036341,10659
C0036341,10752
C0036341,113
C0036341,1182
C0036341,2571
C0036341,27185
C0036341,284217
C0036341,2898
C0036341,29119
C0036341,5021
C0036341,5045
C0036341,54806
C0036341,5587
C0036341,56924
C0036341,5999
C0036341,6426
C0036341,783
C0036341,8379
C0036341,91752
C0036341,9378
C0151744,1000
C0151744,1052
C0151744,1075
C0151744,10928
C0151744,1326
C0151744,1375
C0151744,1432
C0151744,1843
C0151744,1848
C0151744,2150
C0151744,226
C0151744,2628
C0151744,2690
C0151744,2946
C0151744,3098
C0151744,3146
C0151744,3397
C0151744,3459
C0151744,3659
C0151744,4254
C0151744,5037
C0151744,5160
C0151744,5166
C0151744,5320
C0151744,6376
C0151744,6817
C0151744,7091
C0151744,7112
C0151744,811
C0151744,817
C0151744,9588
C0031117,10057
C0031117,10125
C0031117,1066
C0031117,1111
C0031117,1200
C0031117,1591
C0031117,216
C0031117,2264
C0031117,22943
C0031117,2571
C0031117,2690
C0031117,3059
C0031117,3161
C0031117,368
C0031117,5055
C0031117,51129
C0031117,54756
C0031117,5478
C0031117,6095
C0031117,6240
C0031117,6492
C0031117,658
C0031117,6584
C0031117,6715
C0031117,6716
C0031117,7227
C0031117,7345
C0031117,7364
C0031117,84668
C0031117,8714
C0031117,8829
C0031117,9
C0031117,9156
C0376634,10082
C0376634,116442
C0376634,1404
C0376634,1789
C0376634,1889
C0376634,1902
C0376634,2248
C0376634,2332
C0376634,2812
C0376634,284058
C0376634,3954
C0376634,4322
C0376634,658
C0376634,6662
C0376634,7227
C0376634,8575
C0376634,8720
C0376634,9378
C0376634,93986
C0242656,1000
C0242656,10574
C0242656,10628
C0242656,1075
C0242656,1182
C0242656,1201
C0242656,23028
C0242656,26135
C0242656,267
C0242656,28998
C0242656,3191
C0242656,368
C0242656,384
C0242656,406984
C0242656,4074
C0242656,51501
C0242656,5160
C0242656,6194
C0242656,6223
C0242656,6240
C0242656,6257
C0242656,6721
C0242656,7528
C0242656,898
C0242656,9817
C0000786,11009
C0000786,1289
C0000786,1591
C0000786,3292
C0000786,3489
C0000786,3732
C0000786,4256
C0000786,4316
C0000786,4321
C0000786,4585
C0000786,5618
C0000786,5655
C0000786,634
C0000786,7185
C0000786,8741
C0027626,10481
C0027626,1072
C0027626,1520
C0027626,2057
C0027626,226
C0027626,23028
C0027626,2512
C0027626,3400
C0027626,3732
C0027626,378938
C0027626,3880
C0027626,3945
C0027626,406984
C0027626,4323
C0027626,4504
C0027626,4615
C0027626,51129
C0027626,5315
C0027626,57016
C0027626,5747
C0027626,6197
C0027626,6275
C0027626,644076
C0027626,6591
C0027626,6667
C0027626,7086
C0027626,7291
C0027626,811
C0027626,8434
C0027626,9846
C0027627,1000
C0027627,1072
C0027627,10919
C0027627,10961
C0027627,1192
C0027627,1436
C0027627,1933
C0027627,2057
C0027627,226
C0027627,23643
C0027627,2512
C0027627,25816
C0027627,3320
C0027627,3732
C0027627,378938
C0027627,396
C0027627,406919
C0027627,406988
C0027627,407006
C0027627,407041
C0027627,407042
C0027627,4319
C0027627,5008
C0027627,51129
C0027627,5268
C0027627,5478
C0027627,57007
C0027627,6197
C0027627,6275
C0027627,6426
C0027627,6591
C0027627,6667
C0027627,693223
C0027627,7291
C0027627,7852
C0027627,81567
C0027627,8434
C0027627,8648
C0027627,9846
C0032460,1645
C0032460,1646
C0032460,259266
C0032460,2812
C0032460,3161
C0032460,3284
C0032460,378938
C0032460,4544
C0032460,50943
C0032460,563
C0032460,6241
C0032460,6715
C0032460,817
C0236736,1066
C0236736,10919
C0236736,1395
C0236736,2571
C0236736,406919
C0236736,9759
C0009375,1592
C0009375,1670
C0009375,2203
C0009375,4316
C0009375,4321
C0009375,4953
C0009375,5268
C0009375,54739
C0009375,6275
C0009375,6817
C0009375,7170
C0009375,8434
C0009375,873
C0023903,1375
C0023903,1432
C0023903,201163
C0023903,27232
C0023903,30061
C0023903,407021
C0023903,5685
C0023903,6319
C0024121,1028
C0024121,1066
C0024121,10919
C0024121,11009
C0024121,1326
C0024121,1432
C0024121,1591
C0024121,2254
C0024121,2886
C0024121,3476
C0024121,3659
C0024121,407041
C0024121,4319
C0024121,4854
C0024121,55840
C0024121,5609
C0024121,563
C0024121,6091
C0024121,634
C0024121,7367
C0024121,780
C0024121,9547
C0024121,9588
C1458155,10297
C1458155,10457
C1458155,10481
C1458155,1072
C1458155,11009
C1458155,1111
C1458155,1192
C1458155,1374
C1458155,1436
C1458155,1474
C1458155,1789
C1458155,1869
C1458155,1902
C1458155,1933
C1458155,2057
C1458155,2248
C1458155,226
C1458155,22943
C1458155,22948
C1458155,23345
C1458155,26227
C1458155,2771
C1458155,2886
C1458155,28998
C1458155,29072
C1458155,3161
C1458155,3191
C1458155,3320
C1458155,3476
C1458155,3490
C1458155,3620
C1458155,3925
C1458155,3945
C1458155,396
C1458155,406938
C1458155,406984
C1458155,406988
C1458155,407006
C1458155,407021
C1458155,4311
C1458155,4323
C1458155,4504
C1458155,4854
C1458155,4897
C1458155,5055
C1458155,50943
C1458155,51129
C1458155,5174
C1458155,5268
C1458155,5609
C1458155,5655
C1458155,5997
C1458155,6194
C1458155,6257
C1458155,6422
C1458155,6423
C1458155,6492
C1458155,6514
C1458155,652
C1458155,6591
C1458155,6623
C1458155,8648
C1458155,898
C1458155,9055
C1458155,9076
C1458155,9156
C1458155,958
C1458155,9611
C0025202,10013
C0025202,1028
C0025202,10481
C0025202,128611
C0025202,1474
C0025202,1630
C0025202,1869
C0025202,2057
C0025202,2150
C0025202,26227
C0025202,3205
C0025202,3371
C0025202,4217
C0025202,51501
C0025202,57016
C0025202,79633
C0025202,9846
C0004096,10451
C0004096,29119
C0004096,3371
C0004096,384
C0004096,3880
C0004096,4319
C0004096,6095
C0004096,6584
C0004096,9547
C0002395,10082
C0002395,10659
C0002395,1200
C0002395,121601
C0002395,267
C0002395,3482
C0002395,406938
C0002395,4321
C0002395,51338
C0002395,6517
C0002395,79722
C0002395,9019
C0002395,9846
C0021368,114548
C0021368,1395
C0021368,2150
C0021368,3146
C0021368,3620
C0021368,4615
C0021368,55829
C0021368,6584
C0021368,9966
C0005695,2026
C0005695,267
C0005695,3205
C0005695,4504
C0005695,7364
C0005695,8000
C0005695,8836
C0005695,898
C0005695,9
C0005695,9611
C0005695,9759
C0023467,10125
C0023467,1052
C0023467,113
C0023467,1436
C0023467,1902
C0023467,2026
C0023467,3205
C0023467,5997
C0023467,64324
C0023467,6446
C0007134,114788
C0007134,120892
C0007134,201163
C0007134,216
C0007134,2886
C0007134,29072
C0007134,3945
C0007134,4074
C0007134,4585
C0007134,5037
C0007134,6423
C0007134,8242
C0007134,91752
C0007134,9817
C0007131,1474
C0007131,1645
C0007131,2026
C0007131,2254
C0007131,23028
C0007131,2309
C0007131,26227
C0007131,2946
C0007131,3659
C0007131,407021
C0007131,4504
C0007131,4854
C0007131,5021
C0007131,5478
C0007131,55829
C0007131,6240
C0007131,693223
C0007131,7345
C0007131,817
C0007131,8434
C0007131,9817
C0011860,10125
C0011860,10198
C0011860,1374
C0011860,1535
C0011860,1889
C0011860,2645
C0011860,284217
C0011860,3098
C0011860,3397
C0011860,4544
C0011860,5126
C0011860,5167
C0011860,6277
C0011860,6514
C0011860,6517
C0011860,8660
C0011860,9055
C3714756,10752
C3714756,116442
C3714756,1933
C3714756,22941
C3714756,2332
C3714756,27185
C3714756,284058
C3714756,284217
C3714756,3954
C3714756,54806
C3714756,64324
C3714756,7528
C3714756,8242
C3714756,84668
C3714756,8575
C3714756,9378
C3714756,9759
C0011853,1374
C0011853,1375
C0011853,1535
C0011853,2180
C0011853,2309
C0011853,2645
C0011853,3098
C0011853,3397
C0011853,4217
C0011853,5105
C0011853,5126
C0011853,5166
C0011853,6277
C0011853,6376
C0011853,6514
C0011853,6517
C0028754,10082
C0028754,10135
C0028754,10207
C0028754,1066
C0028754,10752
C0028754,1520
C0028754,1630
C0028754,2180
C0028754,22941
C0028754,2309
C0028754,2512
C0028754,3485
C0028754,4544
C0028754,5105
C0028754,5126
C0028754,5167
C0028754,5583
C0028754,56924
C0028754,6492
C0028754,7291
C0028754,7364
C0028754,783
C0028754,8431
C0028754,9687
C0017661,10135
C0017661,10451
C0017661,10457
C0017661,10659
C0017661,1111
C0017661,114548
C0017661,1436
C0017661,1520
C0017661,1670
C0017661,2180
C0017661,22948
C0017661,25816
C0017661,259266
C0017661,26135
C0017661,3059
C0017661,3161
C0017661,3394
C0017661,3459
C0017661,4082
C0017661,4321
C0017661,4973
C0017661,51338
C0017661,55198
C0017661,5788
C0017661,5921
C0017661,5999
C0017661,6241
C0017661,64170
C0017661,7112
C0017661,7534
C0017661,8477
C0017661,8673
C0017661,8741
C0017661,9055
C0038356,1000
C0038356,1019
C0038356,10574
C0038356,1075
C0038356,1182
C0038356,1201
C0038356,1789
C0038356,1915
C0038356,2203
C0038356,26135
C0038356,28998
C0038356,3191
C0038356,3400
C0038356,3490
C0038356,3659
C0038356,4074
C0038356,4316
C0038356,4319
C0038356,5055
C0038356,51501
C0038356,5160
C0038356,54739
C0038356,5478
C0038356,5655
C0038356,5947
C0038356,5997
C0038356,6095
C0038356,6194
C0038356,6223
C0038356,6257
C0038356,655
C0038356,6721
C0038356,7170
C0038356,7291
C0038356,760
C0038356,79633
C0038356,8000
C0038356,8660
C0021390,10297
C0021390,11315
C0021390,128611
C0021390,1326
C0021390,1670
C0021390,1789
C0021390,55765
C0021390,64170
C0021390,6422
C0021390,6423
C0021390,8477
C0021390,9966
C0860207,2946
C0860207,2947
C0860207,3146
C0860207,406919
C0860207,407042
C0860207,4217
C0860207,5166
C0860207,5340
C0860207,5469
C0860207,5591
C0860207,5947
C0860207,6888
C0860207,8836
C0919267,10013
C0919267,306
C0919267,4072
C0919267,5655
C0919267,898
C0030567,10457
C0030567,11315
C0030567,120892
C0030567,2203
C0030567,284058
C0030567,3482
C0030567,4217
C0030567,6128
C0030567,6888
C0014175,10125
C0014175,10628
C0014175,120892
C0014175,121601
C0014175,1592
C0014175,1645
C0014175,1646
C0014175,1843
C0014175,22943
C0014175,30061
C0014175,3292
C0014175,3371
C0014175,3459
C0014175,3489
C0014175,3620
C0014175,5167
C0014175,5320
C0014175,5469
C0014175,5618
C0014175,5999
C0014175,655
C0014175,6715
C0014175,6716
C0014175,8648
C0014175,8829
C0014175,9076
C0014175,9547
C0014175,9611
C0014175,9687
C0007621,1645
C0007621,1646
C0007621,2026
C0007621,26227
C0007621,30061
C0007621,3476
C0007621,3852
C0007621,3880
C0007621,406938
C0007621,406984
C0007621,406988
C0007621,407006
C0007621,407021
C0007621,407041
C0007621,407042
C0007621,4615
C0007621,6667
C0007621,693223
C0007621,7852
C0007621,8848
C0007621,9076
